1,-0.019531
2,-0.053711
3,-0.039062
4,0.009766
5,0.009766
6,-0.03418
7,-0.048828
8,-0.048828
9,-0.024414
10,-0.03418
11,0
12,-0.029297
13,0.014648
14,-0.009766
15,-0.009766
16,-0.03418
17,0
18,-0.029297
19,-0.019531
20,0
21,-0.03418
22,-0.068359
23,-0.068359
24,0.009766
25,0
26,-0.048828
27,-0.043945
28,-0.03418
29,-0.03418
30,-0.043945
31,-0.024414
32,-0.024414
33,-0.019531
34,-0.019531
35,-0.009766
36,-0.039062
37,0
38,0.004883
39,-0.03418
40,-0.043945
41,-0.043945
42,-0.03418
43,-0.03418
44,-0.053711
45,-0.004883
46,-0.009766
47,-0.043945
48,0.014648
49,-0.024414
50,-0.053711
51,-0.053711
52,0.073242
53,-0.029297
54,-0.029297
55,-0.039062
56,-0.004883
57,-0.024414
58,-0.053711
59,-0.024414
60,-0.029297
61,-0.029297
62,-0.03418
63,-0.019531
64,-0.029297
65,-0.03418
66,-0.048828
67,-0.019531
68,-0.029297
69,-0.048828
70,-0.048828
71,-0.029297
72,-0.019531
73,-0.043945
74,-0.043945
75,-0.024414
76,-0.063477
77,0.009766
78,-0.019531
79,0
80,-0.043945
81,0
82,0
83,-0.009766
84,-0.014648
85,-0.048828
86,-0.03418
87,-0.053711
88,-0.053711
89,-0.014648
90,-0.014648
91,-0.048828
92,-0.053711
93,-0.029297
94,-0.019531
95,-0.019531
96,-0.043945
97,0
98,-0.014648
99,-0.053711
100,-0.014648
101,-0.024414
102,-0.024414
103,-0.03418
104,-0.039062
105,-0.019531
106,-0.019531
107,-0.014648
108,-0.014648
109,-0.019531
110,-0.03418
111,-0.058594
112,-0.014648
113,-0.014648
114,-0.03418
115,-0.053711
116,-0.029297
117,0
118,-0.048828
119,-0.048828
120,0.014648
121,0.009766
122,-0.053711
123,-0.019531
124,-0.03418
125,-0.004883
126,-0.004883
127,-0.024414
128,-0.014648
129,-0.014648
130,-0.024414
131,0.004883
132,-0.019531
133,-0.048828
134,-0.019531
135,-0.024414
136,-0.043945
137,0
138,0
139,-0.068359
140,-0.029297
141,-0.029297
142,0
143,-0.043945
144,-0.029297
145,-0.043945
146,-0.009766
147,-0.009766
148,-0.043945
149,-0.048828
150,-0.053711
151,-0.039062
152,-0.039062
153,-0.029297
154,-0.03418
155,0.03418
156,0.03418
157,0
158,-0.039062
159,0.053711
160,-0.019531
161,0
162,-0.029297
163,-0.029297
164,-0.048828
165,-0.024414
166,0.004883
167,-0.019531
168,-0.024414
169,-0.004883
170,-0.03418
171,-0.03418
172,-0.03418
173,-0.009766
174,-0.03418
175,-0.039062
176,0.039062
177,-0.073242
178,0.019531
179,-0.014648
180,-0.014648
181,-0.014648
182,-0.03418
183,-0.024414
184,-0.004883
185,-0.004883
186,-0.03418
187,-0.039062
188,-0.004883
189,-0.004883
190,-0.009766
191,0
192,-0.014648
193,-0.048828
194,-0.014648
195,-0.029297
196,-0.029297
197,-0.009766
198,-0.014648
199,-0.024414
200,-0.068359
201,-0.068359
202,-0.009766
203,-0.019531
204,-0.03418
205,-0.039062
206,0.014648
207,-0.024414
208,-0.053711
209,-0.03418
210,-0.03418
211,0.004883
212,-0.039062
213,-0.039062
214,0.004883
215,-0.053711
216,0.004883
217,-0.024414
218,-0.039062
219,-0.03418
220,-0.029297
221,-0.029297
222,-0.029297
223,-0.009766
224,-0.048828
225,-0.029297
226,-0.043945
227,-0.043945
228,-0.014648
229,-0.053711
230,-0.043945
231,-0.043945
232,-0.029297
233,-0.043945
234,-0.004883
235,-0.004883
236,-0.03418
237,-0.029297
238,-0.029297
239,0.004883
240,-0.009766
241,-0.029297
242,-0.019531
243,-0.048828
244,-0.009766
245,-0.009766
246,-0.004883
247,-0.014648
248,-0.024414
249,-0.039062
250,-0.004883
251,-0.004883
252,0.043945
253,-0.019531
254,-0.019531
255,-0.009766
256,-0.058594
257,-0.004883
258,-0.039062
259,-0.014648
260,-0.029297
261,-0.039062
262,-0.03418
263,-0.03418
264,-0.03418
265,-0.058594
266,-0.048828
267,0.009766
268,0.009766
269,-0.043945
270,0.004883
271,-0.024414
272,-0.019531
273,0.009766
274,-0.024414
275,-0.03418
276,-0.03418
277,-0.039062
278,-0.043945
279,-0.009766
280,-0.014648
281,-0.029297
282,-0.078125
283,-0.004883
284,0
285,-0.043945
286,-0.043945
287,-0.024414
288,0.009766
289,-0.03418
290,-0.043945
291,-0.014648
292,-0.009766
293,-0.048828
294,-0.048828
295,-0.043945
296,-0.03418
297,-0.048828
298,-0.019531
299,-0.019531
300,-0.004883
301,-0.043945
302,-0.03418
303,-0.043945
304,-0.024414
305,-0.043945
306,-0.024414
307,-0.03418
308,-0.03418
309,-0.039062
310,-0.009766
311,-0.043945
312,-0.063477
313,0
314,-0.048828
315,-0.053711
316,-0.048828
317,0.009766
318,-0.009766
319,-0.024414
320,-0.024414
321,-0.014648
322,-0.029297
323,-0.039062
324,0.004883
325,-0.043945
326,-0.039062
327,-0.043945
328,-0.043945
329,-0.03418
330,-0.058594
331,-0.029297
332,-0.053711
333,-0.014648
334,-0.058594
335,-0.058594
336,0.009766
337,-0.078125
338,0.009766
339,-0.014648
